ID,TEMP,HUMIDITY,TOTAL_CLOUD_COVER,DEW_POINT,WEATHER_TYPE,AVG_WIND_SPEED,AVG_WIND_DIRECTION,GLOBAL_RADIATION,ZENITH,ELEVATION,AZIMUTH,TIMESTAMP,TARGET
1111,14.9,78,8,11.0,-1,4.3,220,9.8,75.96,14.04,85.27,2021-08-16 06:00:00+00:00,4200.7
1112,15.2,78,8,11.5,-1,5.2,220,16.7,66.32,23.68,96.81,2021-08-16 07:00:00+00:00,6409.21
1113,15.5,79,8,11.9,-1,5.1,220,29.5,56.91,33.09,109.49,2021-08-16 08:00:00+00:00,13246.26
1114,16.6,77,8,12.6,-1,5.4,220,61.9,48.29,41.71,124.33,2021-08-16 09:00:00+00:00,32635.28
1115,17.8,73,8,12.9,-1,6.6,230,128.6,41.25,48.75,142.54,2021-08-16 10:00:00+00:00,64889.4
1116,18.6,72,8,13.5,123,6.5,230,100.8,36.94,53.06,164.73,2021-08-16 11:00:00+00:00,44433.42
1117,17.1,80,8,13.6,123,6.6,230,72.0,36.44,53.56,189.24,2021-08-16 12:00:00+00:00,30573.86
1118,17.2,76,8,13.0,123,7.3,250,87.7,39.91,50.09,212.27,2021-08-16 13:00:00+00:00,46167.45
1119,17.8,77,8,13.7,123,6.8,240,113.5,46.4,43.6,231.44,2021-08-16 14:00:00+00:00,41547.2
1120,15.3,90,7,13.7,123,5.2,280,52.9,54.73,35.27,246.99,2021-08-16 15:00:00+00:00,13484.36
1121,15.2,80,8,11.9,123,3.9,280,43.6,64.02,25.98,260.08,2021-08-16 16:00:00+00:00,14166.78
1122,15.8,75,7,11.3,-1,3.3,270,41.3,73.66,16.34,271.81,2021-08-16 17:00:00+00:00,13057.72
1123,15.4,69,7,9.7,100,3.2,290,13.1,83.21,6.79,283.02,2021-08-16 18:00:00+00:00,4087.17
1124,13.3,81,7,10.1,151,3.5,310,1.7,92.51,-2.51,294.37,2021-08-16 19:00:00+00:00,222.98
1125,12.7,87,8,10.5,123,2.3,320,0.0,100.88,-10.88,306.42,2021-08-16 20:00:00+00:00,0.0
1126,12.6,82,8,9.6,123,2.5,270,0.0,107.98,-17.98,319.59,2021-08-16 21:00:00+00:00,0.0
1127,12.4,80,5,9.1,-1,2.7,260,0.0,113.3,-23.3,334.11,2021-08-16 22:00:00+00:00,0.0
1128,11.6,86,1,9.3,-1,3.0,260,0.0,116.31,-26.31,349.85,2021-08-16 23:00:00+00:00,0.0
1129,10.7,91,1,9.3,100,2.6,250,0.0,116.66,-26.66,6.16,2021-08-17 00:00:00+00:00,0.0
1130,10.3,94,0,9.4,-1,2.5,250,0.0,114.31,-24.31,22.12,2021-08-17 01:00:00+00:00,0.0
1131,9.9,96,0,9.3,-1,2.9,240,0.0,109.53,-19.53,37.0,2021-08-17 02:00:00+00:00,0.0
1132,10.1,95,0,9.3,-1,3.0,250,0.0,102.84,-12.84,50.51,2021-08-17 03:00:00+00:00,0.0
1133,9.6,94,3,8.7,100,2.1,240,0.0,94.75,-4.75,62.82,2021-08-17 04:00:00+00:00,0.0
1134,10.0,96,8,9.3,110,1.9,200,1.8,85.58,4.42,74.32,2021-08-17 05:00:00+00:00,909.17
1135,10.3,92,8,9.1,100,2.9,240,7.9,76.16,13.84,85.53,2021-08-17 06:00:00+00:00,3804.05
1136,10.8,88,8,8.9,-1,2.9,240,32.1,66.52,23.48,97.09,2021-08-17 07:00:00+00:00,8341.63
1137,11.3,84,8,8.7,-1,2.5,240,45.4,57.13,32.87,109.78,2021-08-17 08:00:00+00:00,13905.17
1138,12.9,79,7,9.3,-1,2.8,220,108.7,48.52,41.48,124.62,2021-08-17 09:00:00+00:00,45754.33
1139,14.8,75,7,10.5,-1,4.4,220,146.0,41.52,48.48,142.81,2021-08-17 10:00:00+00:00,54686.24
1140,15.7,69,7,10.1,-1,5.4,220,239.2,37.24,52.76,164.91,2021-08-17 11:00:00+00:00,84940.2
1141,15.3,71,7,10.2,123,4.3,230,81.8,36.76,53.24,189.27,2021-08-17 12:00:00+00:00,28889.46
1142,16.1,67,8,9.9,-1,4.9,240,91.5,40.22,49.78,212.17,2021-08-17 13:00:00+00:00,34441.09
1143,16.1,63,8,9.1,-1,4.4,250,87.3,46.7,43.3,231.28,2021-08-17 14:00:00+00:00,37647.7
1144,16.1,69,8,10.4,-1,3.9,260,48.0,55.01,34.99,246.8,2021-08-17 15:00:00+00:00,16785.55
1145,15.6,80,7,12.2,161,2.2,220,28.3,64.29,25.71,259.89,2021-08-17 16:00:00+00:00,11614.6
1146,13.9,92,8,12.6,151,2.5,230,18.6,73.94,16.06,271.63,2021-08-17 17:00:00+00:00,7105.92
1147,13.6,94,7,12.7,151,1.9,220,7.7,83.48,6.52,282.85,2021-08-17 18:00:00+00:00,1316.2
1148,13.3,96,7,12.6,161,3.4,230,2.1,92.8,-2.8,294.22,2021-08-17 19:00:00+00:00,309.84
1149,13.0,95,8,12.2,123,4.3,230,0.0,101.18,-11.18,306.29,2021-08-17 20:00:00+00:00,0.0
1150,12.9,94,7,11.9,100,3.9,230,0.0,108.29,-18.29,319.49,2021-08-17 21:00:00+00:00,0.0
1151,13.1,94,7,12.1,123,4.1,230,0.0,113.62,-23.62,334.07,2021-08-17 22:00:00+00:00,0.0
1152,13.3,94,7,12.3,123,4.1,230,0.0,116.64,-26.64,349.87,2021-08-17 23:00:00+00:00,0.0
1153,13.5,94,7,12.6,100,4.1,230,0.0,116.98,-26.98,6.24,2021-08-18 00:00:00+00:00,0.0
1154,13.6,95,8,12.8,-1,3.7,230,0.0,114.6,-24.6,22.27,2021-08-18 01:00:00+00:00,0.0
1155,13.6,96,7,12.9,122,3.2,230,0.0,109.8,-19.8,37.19,2021-08-18 02:00:00+00:00,0.0
1156,13.8,94,8,12.9,100,3.3,230,0.0,103.09,-13.09,50.73,2021-08-18 03:00:00+00:00,0.0
1157,13.8,94,8,12.9,-1,3.5,240,0.0,94.98,-4.98,63.05,2021-08-18 04:00:00+00:00,0.0
1158,14.0,93,7,12.8,-1,3.4,240,0.9,85.78,4.22,74.56,2021-08-18 05:00:00+00:00,331.15
1159,14.3,92,7,13.0,100,3.4,230,11.5,76.37,13.63,85.79,2021-08-18 06:00:00+00:00,3953.59
1160,14.7,90,8,13.1,-1,4.0,230,25.5,66.73,23.27,97.36,2021-08-18 07:00:00+00:00,7214.53
1161,15.1,87,7,13.0,-1,4.1,230,31.3,57.34,32.66,110.07,2021-08-18 08:00:00+00:00,15340.98
1162,15.8,85,7,13.2,-1,3.5,230,52.1,48.76,41.24,124.92,2021-08-18 09:00:00+00:00,33573.69
1163,17.8,77,8,13.8,123,3.7,230,102.8,41.8,48.2,143.08,2021-08-18 10:00:00+00:00,34409.53
1164,18.1,81,7,14.7,123,3.9,230,107.8,37.55,52.45,165.09,2021-08-18 11:00:00+00:00,33450.89
1165,17.4,78,8,13.5,100,3.5,220,74.3,37.09,52.91,189.3,2021-08-18 12:00:00+00:00,35615.31
1166,17.4,75,8,13.0,123,3.4,250,88.4,40.54,49.46,212.07,2021-08-18 13:00:00+00:00,43175.73
1167,18.2,70,8,12.6,123,3.4,260,89.5,47.0,43.0,231.11,2021-08-18 14:00:00+00:00,33024.39
1168,18.1,72,8,12.9,100,4.5,250,102.6,55.3,34.7,246.62,2021-08-18 15:00:00+00:00,39915.0
1169,19.7,70,8,14.1,-1,4.6,230,108.8,64.57,25.43,259.7,2021-08-18 16:00:00+00:00,33054.43
1170,17.9,73,8,12.9,-1,4.5,240,29.3,74.21,15.79,271.45,2021-08-18 17:00:00+00:00,9039.83
1171,17.5,74,8,12.9,100,4.5,250,15.1,83.76,6.24,282.68,2021-08-18 18:00:00+00:00,3928.2
1172,17.0,79,8,13.4,-1,3.4,250,2.7,93.09,-3.09,294.07,2021-08-18 19:00:00+00:00,370.2
1173,16.6,79,7,13.0,-1,3.5,240,0.0,101.48,-11.48,306.16,2021-08-18 20:00:00+00:00,0.0
1174,16.3,84,8,13.6,-1,3.2,230,0.0,108.61,-18.61,319.4,2021-08-18 21:00:00+00:00,0.0
1175,16.0,86,8,13.7,-1,3.1,240,0.0,113.95,-23.95,334.02,2021-08-18 22:00:00+00:00,0.0
1176,15.9,87,7,13.8,-1,3.4,210,0.0,116.97,-26.97,349.89,2021-08-18 23:00:00+00:00,0.0
1177,15.8,89,7,13.9,152,3.6,220,0.0,117.3,-27.3,6.33,2021-08-19 00:00:00+00:00,0.0
1178,15.2,95,7,14.4,123,4.0,230,0.0,114.9,-24.9,22.42,2021-08-19 01:00:00+00:00,0.0
1179,15.3,94,7,14.3,151,3.8,230,0.0,110.08,-20.08,37.38,2021-08-19 02:00:00+00:00,0.0
1180,15.4,93,7,14.3,122,3.4,230,0.0,103.34,-13.34,50.95,2021-08-19 03:00:00+00:00,0.0
1181,15.2,96,7,14.5,151,3.8,220,0.0,95.21,-5.21,63.29,2021-08-19 04:00:00+00:00,0.0
1182,15.4,95,8,14.5,122,3.5,220,0.3,85.99,4.01,74.81,2021-08-19 05:00:00+00:00,45.75
1183,15.7,92,8,14.4,100,3.4,230,4.9,76.57,13.43,86.05,2021-08-19 06:00:00+00:00,2009.68
1184,16.0,92,7,14.7,-1,3.9,230,15.1,66.94,23.06,97.64,2021-08-19 07:00:00+00:00,7288.83
1185,16.0,92,7,14.7,100,4.6,230,31.6,57.56,32.44,110.36,2021-08-19 08:00:00+00:00,12975.38
1186,16.6,88,7,14.5,151,3.3,240,35.0,49.01,40.99,125.21,2021-08-19 09:00:00+00:00,11908.96
1187,17.4,84,8,14.8,123,3.6,240,57.5,42.07,47.93,143.35,2021-08-19 10:00:00+00:00,10556.46
1188,18.3,79,8,14.7,-1,4.4,230,91.5,37.86,52.14,165.27,2021-08-19 11:00:00+00:00,25177.41
1189,18.6,78,8,14.6,100,4.9,220,100.7,37.42,52.58,189.33,2021-08-19 12:00:00+00:00,35017.79
1190,19.2,75,8,14.8,-1,4.1,220,78.0,40.87,49.13,211.97,2021-08-19 13:00:00+00:00,37982.28
1191,19.5,76,7,15.2,123,3.1,250,45.7,47.31,42.69,230.95,2021-08-19 14:00:00+00:00,10972.1
1192,20.3,67,8,14.1,100,3.9,250,100.3,55.6,34.4,246.43,2021-08-19 15:00:00+00:00,37118.49
1193,19.8,71,7,14.4,-1,3.6,250,57.2,64.86,25.14,259.52,2021-08-19 16:00:00+00:00,15269.24
1194,19.9,70,7,14.2,123,3.1,240,39.0,74.5,15.5,271.27,2021-08-19 17:00:00+00:00,8509.24
1195,19.2,70,7,13.6,100,3.2,280,52.5,84.04,5.96,282.52,2021-08-19 18:00:00+00:00,6290.66
1196,17.9,79,6,14.1,-1,2.0,290,6.6,93.39,-3.39,293.92,2021-08-19 19:00:00+00:00,1329.07
1197,17.0,85,7,14.4,-1,1.0,220,0.0,101.79,-11.79,306.03,2021-08-19 20:00:00+00:00,0.0
1198,16.6,87,7,14.4,-1,1.2,160,0.0,108.93,-18.93,319.3,2021-08-19 21:00:00+00:00,0.0
1199,16.6,87,8,14.4,-1,1.7,240,0.0,114.28,-24.28,333.98,2021-08-19 22:00:00+00:00,0.0
1200,15.9,87,4,13.8,-1,2.9,250,0.0,117.3,-27.3,349.91,2021-08-19 23:00:00+00:00,0.0
1201,15.7,86,5,13.4,-1,2.5,240,0.0,117.62,-27.62,6.42,2021-08-20 00:00:00+00:00,0.0
1202,14.8,91,6,13.4,-1,2.1,230,0.0,115.21,-25.21,22.57,2021-08-20 01:00:00+00:00,0.0
1203,14.4,93,3,13.3,-1,2.3,230,0.0,110.36,-20.36,37.58,2021-08-20 02:00:00+00:00,0.0
1204,14.0,91,6,12.6,-1,2.2,260,0.0,103.59,-13.59,51.17,2021-08-20 03:00:00+00:00,0.0
1205,12.7,97,1,12.3,-1,1.5,190,0.0,95.44,-5.44,63.53,2021-08-20 04:00:00+00:00,0.0
1206,12.4,97,4,12.0,110,1.6,220,1.1,86.2,3.8,75.07,2021-08-20 05:00:00+00:00,620.13
1207,13.7,94,8,12.7,100,1.0,230,17.0,76.78,13.22,86.32,2021-08-20 06:00:00+00:00,6505.85
1208,14.5,92,8,13.3,-1,1.0,200,34.0,67.15,22.85,97.92,2021-08-20 07:00:00+00:00,14544.67
1209,16.4,81,7,13.2,-1,1.0,160,91.3,57.78,32.22,110.65,2021-08-20 08:00:00+00:00,43998.02
1210,17.5,75,7,13.1,-1,1.0,190,132.8,49.25,40.75,125.51,2021-08-20 09:00:00+00:00,56783.5
1211,19.6,70,7,14.1,-1,1.8,210,208.2,42.35,47.65,143.62,2021-08-20 10:00:00+00:00,58581.26
1212,19.5,67,8,13.2,-1,1.8,240,159.2,38.18,51.82,165.45,2021-08-20 11:00:00+00:00,82303.85
1213,20.8,60,7,12.9,-1,2.1,240,164.2,37.75,52.25,189.37,2021-08-20 12:00:00+00:00,47503.59
1214,21.3,58,5,12.7,-1,2.0,240,205.8,41.2,48.8,211.88,2021-08-20 13:00:00+00:00,65074.05
1215,23.4,57,1,14.5,-1,1.9,260,206.9,47.62,42.38,230.79,2021-08-20 14:00:00+00:00,51745.59
1216,22.9,56,3,13.6,-1,3.4,210,192.8,55.9,34.1,246.24,2021-08-20 15:00:00+00:00,33176.82
1217,22.4,53,2,12.4,-1,2.7,220,162.1,65.15,24.85,259.33,2021-08-20 16:00:00+00:00,40183.2
1218,22.4,57,0,13.5,-1,1.9,220,110.4,74.78,15.22,271.09,2021-08-20 17:00:00+00:00,20719.84
1219,21.7,56,0,12.5,-1,1.5,260,53.3,84.32,5.68,282.35,2021-08-20 18:00:00+00:00,6468.45
1220,19.2,69,0,13.4,-1,1.5,340,9.6,93.68,-3.68,293.76,2021-08-20 19:00:00+00:00,1245.35
1221,17.1,81,0,13.8,-1,2.5,30,0.0,102.1,-12.1,305.9,2021-08-20 20:00:00+00:00,0.0
1222,16.5,82,0,13.5,-1,1.3,50,0.0,109.25,-19.25,319.21,2021-08-20 21:00:00+00:00,0.0
1223,14.4,90,0,12.9,-1,1.8,50,0.0,114.61,-24.61,333.94,2021-08-20 22:00:00+00:00,0.0
1224,14.5,91,0,13.1,-1,1.2,80,0.0,117.63,-27.63,349.93,2021-08-20 23:00:00+00:00,0.0
1225,13.9,96,0,13.2,-1,1.8,30,0.0,117.95,-27.95,6.52,2021-08-21 00:00:00+00:00,0.0
1226,13.3,96,4,12.6,-1,1.5,40,0.0,115.51,-25.51,22.73,2021-08-21 01:00:00+00:00,0.0
1227,13.2,96,8,12.6,-1,2.2,30,0.0,110.64,-20.64,37.78,2021-08-21 02:00:00+00:00,0.0
1228,12.9,98,8,12.7,130,2.4,30,0.0,103.84,-13.84,51.4,2021-08-21 03:00:00+00:00,0.0
1229,12.7,99,8,12.5,130,2.2,30,0.0,95.67,-5.67,63.78,2021-08-21 04:00:00+00:00,0.0
1230,12.3,98,8,12.1,130,1.7,30,1.1,86.41,3.59,75.33,2021-08-21 05:00:00+00:00,386.23
1231,12.7,99,8,12.6,130,2.0,30,14.3,76.99,13.01,86.59,2021-08-21 06:00:00+00:00,7425.92
1232,13.3,98,8,13.0,130,2.0,40,47.4,67.36,22.64,98.21,2021-08-21 07:00:00+00:00,34051.41
1233,14.9,91,7,13.5,120,1.9,20,112.8,58.01,31.99,110.95,2021-08-21 08:00:00+00:00,56088.88
1234,18.4,75,1,14.0,100,2.0,40,182.5,49.5,40.5,125.82,2021-08-21 09:00:00+00:00,72485.94
1235,21.4,66,2,14.8,-1,1.9,20,225.3,42.63,47.37,143.89,2021-08-21 10:00:00+00:00,83901.65
1236,23.3,60,2,15.2,-1,1.5,360,254.4,38.5,51.5,165.64,2021-08-21 11:00:00+00:00,83779.86
1237,24.5,56,0,15.1,100,1.3,170,263.1,38.09,51.91,189.41,2021-08-21 12:00:00+00:00,86510.09
1238,25.2,52,3,14.5,-1,1.6,160,258.2,41.53,48.47,211.79,2021-08-21 13:00:00+00:00,70098.6
1239,25.8,49,3,14.2,-1,2.0,200,218.8,47.94,42.06,230.63,2021-08-21 14:00:00+00:00,63151.13
1240,25.5,48,6,13.8,-1,3.3,220,207.9,56.2,33.8,246.06,2021-08-21 15:00:00+00:00,58177.28
1241,24.8,51,7,13.9,-1,3.0,220,118.3,65.44,24.56,259.14,2021-08-21 16:00:00+00:00,34579.09
1242,24.9,52,7,14.5,-1,3.4,210,78.2,75.07,14.93,270.91,2021-08-21 17:00:00+00:00,20548.36
1243,23.1,58,7,14.5,-1,2.8,200,29.0,84.61,5.39,282.18,2021-08-21 18:00:00+00:00,7957.95
1244,20.8,73,8,15.9,161,1.4,130,3.5,93.99,-3.99,293.61,2021-08-21 19:00:00+00:00,677.18
1245,19.2,85,8,16.7,123,1.6,130,0.0,102.41,-12.41,305.77,2021-08-21 20:00:00+00:00,0.0
1246,18.3,95,7,17.4,162,1.9,90,0.0,109.58,-19.58,319.11,2021-08-21 21:00:00+00:00,0.0
1247,18.1,98,8,17.8,123,1.7,340,0.0,114.95,-24.95,333.89,2021-08-21 22:00:00+00:00,0.0
1248,17.8,97,7,17.4,123,2.3,170,0.0,117.97,-27.97,349.96,2021-08-21 23:00:00+00:00,0.0
1418,13.7,86,7,11.5,-1,1.5,350,0.0,118.03,-28.03,24.12,2021-08-29 01:00:00+00:00,0.0
1419,13.4,87,8,11.3,-1,1.3,290,0.0,112.93,-22.93,39.53,2021-08-29 02:00:00+00:00,0.0
1420,13.3,87,8,11.2,-1,1.2,260,0.0,105.91,-15.91,53.37,2021-08-29 03:00:00+00:00,0.0
1421,12.9,89,7,11.2,-1,1.2,260,0.0,97.57,-7.57,65.87,2021-08-29 04:00:00+00:00,0.0
1422,13.0,89,8,11.3,-1,0.9,250,0.3,88.09,1.91,77.51,2021-08-29 05:00:00+00:00,1.19
1423,13.2,90,8,11.5,-1,0.7,150,2.5,78.7,11.3,88.87,2021-08-29 06:00:00+00:00,702.0
1424,13.6,86,8,11.3,-1,0.9,290,8.6,69.1,20.9,100.58,2021-08-29 07:00:00+00:00,5688.38
1425,14.2,80,8,10.9,-1,1.4,310,34.9,59.87,30.13,113.42,2021-08-29 08:00:00+00:00,12900.49
1426,14.8,79,7,11.3,-1,1.6,340,41.6,51.56,38.44,128.3,2021-08-29 09:00:00+00:00,16125.95
1427,16.1,72,8,11.1,-1,2.1,350,76.8,44.99,45.01,146.13,2021-08-29 10:00:00+00:00,28752.97
1428,15.5,74,7,11.0,-1,2.8,20,60.3,41.14,48.86,167.15,2021-08-29 11:00:00+00:00,21501.56
1429,16.1,74,7,11.4,161,2.7,360,77.7,40.9,49.1,189.79,2021-08-29 12:00:00+00:00,33812.74
1430,15.3,83,7,12.5,161,2.6,350,82.5,44.32,45.68,211.15,2021-08-29 13:00:00+00:00,36768.61
1431,14.7,88,8,12.8,161,2.1,310,70.3,50.61,39.39,229.41,2021-08-29 14:00:00+00:00,26504.3
1432,14.7,86,7,12.4,151,2.3,310,31.8,58.74,31.26,244.62,2021-08-29 15:00:00+00:00,12319.09
1433,15.0,86,8,12.7,123,2.3,280,28.9,67.91,22.09,257.66,2021-08-29 16:00:00+00:00,6236.6
1434,15.0,85,8,12.5,122,2.4,290,13.4,77.51,12.49,269.46,2021-08-29 17:00:00+00:00,2263.25
1435,15.0,84,7,12.4,100,1.8,300,4.5,87.01,2.99,280.81,2021-08-29 18:00:00+00:00,271.27
1436,14.8,87,7,12.7,-1,1.3,310,0.6,96.53,-6.53,292.37,2021-08-29 19:00:00+00:00,0.0
1437,14.8,87,7,12.7,123,0.8,290,0.0,105.05,-15.05,304.71,2021-08-29 20:00:00+00:00,0.0
1438,14.6,88,7,12.7,100,1.4,340,0.0,112.32,-22.32,318.36,2021-08-29 21:00:00+00:00,0.0
1439,14.4,91,7,12.9,162,1.1,320,0.0,117.76,-27.76,333.58,2021-08-29 22:00:00+00:00,0.0
1440,13.8,96,7,13.2,123,1.1,260,0.0,120.8,-30.8,350.23,2021-08-29 23:00:00+00:00,0.0
1441,13.9,95,8,13.1,151,1.1,200,0.0,121.0,-31.0,7.51,2021-08-30 00:00:00+00:00,0.0
1442,13.7,99,7,13.5,157,1.4,240,0.0,118.35,-28.35,24.31,2021-08-30 01:00:00+00:00,0.0
1443,13.4,98,5,13.1,123,0.6,210,0.0,113.22,-23.22,39.77,2021-08-30 02:00:00+00:00,0.0
1444,13.4,99,7,13.2,130,1.9,10,0.0,106.18,-16.18,53.63,2021-08-30 03:00:00+00:00,0.0
1445,13.8,97,8,13.4,120,1.7,10,0.0,97.81,-7.81,66.15,2021-08-30 04:00:00+00:00,0.0
1446,13.6,98,8,13.3,120,1.2,30,0.3,88.29,1.71,77.8,2021-08-30 05:00:00+00:00,0.0
1447,13.8,98,8,13.4,110,1.3,10,4.5,78.92,11.08,89.17,2021-08-30 06:00:00+00:00,1916.52
1448,14.5,96,8,13.8,120,1.4,30,16.0,69.33,20.67,100.89,2021-08-30 07:00:00+00:00,6185.25
1449,15.4,95,7,14.7,100,0.8,270,48.3,60.11,29.89,113.74,2021-08-30 08:00:00+00:00,17621.17
1450,17.9,79,2,14.2,100,1.3,360,130.5,51.83,38.17,128.61,2021-08-30 09:00:00+00:00,41049.6
1451,18.3,71,7,13.1,-1,3.5,30,168.0,45.29,44.71,146.41,2021-08-30 10:00:00+00:00,58371.06
1452,19.5,68,6,13.5,-1,3.7,30,151.1,41.49,48.51,167.34,2021-08-30 11:00:00+00:00,56483.45
1453,18.8,69,3,13.1,123,3.2,10,103.0,41.26,48.74,189.85,2021-08-30 12:00:00+00:00,46916.63
1454,20.2,63,4,12.9,-1,3.1,20,178.9,44.68,45.32,211.08,2021-08-30 13:00:00+00:00,55289.3
1455,19.6,64,7,12.6,-1,3.6,350,184.5,50.96,39.04,229.27,2021-08-30 14:00:00+00:00,48066.75
1456,19.2,65,7,12.4,-1,4.0,350,176.4,59.08,30.92,244.44,2021-08-30 15:00:00+00:00,48828.21
1457,19.2,66,4,12.6,-1,3.0,350,88.3,68.23,21.77,257.47,2021-08-30 16:00:00+00:00,28235.2
1458,18.6,67,6,12.3,-1,2.9,360,80.9,77.83,12.17,269.28,2021-08-30 17:00:00+00:00,18383.09
1459,17.3,75,6,12.9,-1,2.4,10,25.3,87.31,2.69,280.64,2021-08-30 18:00:00+00:00,5374.58
1460,16.1,80,6,12.6,-1,3.0,20,3.4,96.86,-6.86,292.21,2021-08-30 19:00:00+00:00,454.15
1461,15.1,85,2,12.5,-1,2.8,10,0.0,105.39,-15.39,304.58,2021-08-30 20:00:00+00:00,0.0
1462,14.0,90,0,12.4,-1,1.7,30,0.0,112.68,-22.68,318.26,2021-08-30 21:00:00+00:00,0.0
1463,14.2,90,0,12.6,-1,0.8,100,0.0,118.13,-28.13,333.55,2021-08-30 22:00:00+00:00,0.0
1464,14.3,90,3,12.6,-1,2.5,30,0.0,121.16,-31.16,350.27,2021-08-30 23:00:00+00:00,0.0
1465,13.8,91,0,12.3,-1,2.7,10,0.0,121.35,-31.35,7.64,2021-08-31 00:00:00+00:00,0.0
1466,12.5,96,0,11.8,110,2.2,30,0.0,118.68,-28.68,24.51,2021-08-31 01:00:00+00:00,0.0
1467,12.7,96,0,12.1,110,2.5,30,0.0,113.51,-23.51,40.01,2021-08-31 02:00:00+00:00,0.0
1468,12.1,98,0,11.7,110,2.1,30,0.0,106.44,-16.44,53.9,2021-08-31 03:00:00+00:00,0.0
1469,11.7,99,1,11.5,110,1.2,80,0.0,98.05,-8.05,66.43,2021-08-31 04:00:00+00:00,0.0
1470,11.2,99,2,11.0,120,0.9,90,0.4,88.5,1.5,78.09,2021-08-31 05:00:00+00:00,87.76
1471,11.8,98,8,11.5,110,0.9,60,7.1,79.14,10.86,89.46,2021-08-31 06:00:00+00:00,2980.87
1472,13.2,95,5,12.4,100,2.1,20,36.1,69.55,20.45,101.2,2021-08-31 07:00:00+00:00,18339.7
1473,14.8,83,7,11.9,-1,1.8,50,114.1,60.35,29.65,114.06,2021-08-31 08:00:00+00:00,31705.97
1474,16.7,80,6,13.2,100,1.5,60,107.9,52.1,37.9,128.93,2021-08-31 09:00:00+00:00,40615.08
1475,17.2,72,7,12.2,-1,3.2,40,127.0,45.6,44.4,146.7,2021-08-31 10:00:00+00:00,60718.47
1476,18.3,69,8,12.6,-1,4.6,50,152.0,41.83,48.17,167.53,2021-08-31 11:00:00+00:00,62475.86
1477,18.7,64,5,11.8,100,4.2,40,174.0,41.63,48.37,189.9,2021-08-31 12:00:00+00:00,57264.23
1478,19.4,65,8,12.7,-1,3.5,40,129.3,45.04,44.96,211.01,2021-08-31 13:00:00+00:00,52054.03
1479,19.5,60,5,11.6,-1,4.2,50,196.4,51.31,38.69,229.13,2021-08-31 14:00:00+00:00,53987.26
1480,20.3,52,0,10.1,-1,4.3,40,181.8,59.41,30.59,244.27,2021-08-31 15:00:00+00:00,47809.18
1481,19.7,52,1,9.7,-1,4.3,40,134.8,68.56,21.44,257.29,2021-08-31 16:00:00+00:00,30739.43
1482,18.7,53,0,9.1,-1,3.7,30,94.9,78.15,11.85,269.1,2021-08-31 17:00:00+00:00,14343.51
1483,16.9,65,1,10.3,-1,3.0,30,38.4,87.62,2.38,280.46,2021-08-31 18:00:00+00:00,4768.17
1484,15.5,73,0,10.7,-1,2.5,30,2.9,97.19,-7.19,292.05,2021-08-31 19:00:00+00:00,371.78
1485,13.8,81,0,10.7,-1,2.3,40,0.0,105.74,-15.74,304.45,2021-08-31 20:00:00+00:00,0.0
1486,14.2,80,0,10.9,-1,2.2,20,0.0,113.04,-23.04,318.17,2021-08-31 21:00:00+00:00,0.0
1487,12.7,87,0,10.6,-1,2.3,20,0.0,118.5,-28.5,333.51,2021-08-31 22:00:00+00:00,0.0
1488,10.9,93,0,9.8,110,1.8,40,0.0,121.53,-31.53,350.32,2021-08-31 23:00:00+00:00,0.0
1489,11.4,95,0,10.6,100,2.2,40,0.0,121.71,-31.71,7.77,2021-09-01 00:00:00+00:00,0.0
1490,11.2,96,0,10.5,100,1.8,50,0.0,119.01,-29.01,24.7,2021-09-01 01:00:00+00:00,0.0
1491,11.4,95,4,10.7,100,1.6,30,0.0,113.81,-23.81,40.25,2021-09-01 02:00:00+00:00,0.0
1492,11.3,95,7,10.6,110,1.8,30,0.0,106.71,-16.71,54.17,2021-09-01 03:00:00+00:00,0.0
1493,11.9,95,8,11.1,100,2.2,30,0.0,98.29,-8.29,66.71,2021-09-01 04:00:00+00:00,0.0
1494,12.0,93,8,11.0,100,2.5,30,0.4,88.71,1.29,78.38,2021-09-01 05:00:00+00:00,0.0
1495,12.8,92,7,11.6,100,2.7,30,5.4,79.36,10.64,89.77,2021-09-01 06:00:00+00:00,2375.68
1496,13.4,90,8,11.8,-1,2.7,30,25.6,69.78,20.22,101.51,2021-09-01 07:00:00+00:00,10934.91
1497,14.5,88,8,12.5,-1,2.0,40,53.6,60.59,29.41,114.38,2021-09-01 08:00:00+00:00,18205.68
1498,16.6,78,7,12.8,-1,2.8,50,109.5,52.38,37.62,129.25,2021-09-01 09:00:00+00:00,35349.94
1499,17.8,73,6,12.9,-1,3.3,50,220.2,45.91,44.09,146.98,2021-09-01 10:00:00+00:00,56937.12
1500,17.5,72,4,12.5,-1,3.5,40,132.3,42.18,47.82,167.73,2021-09-01 11:00:00+00:00,78415.67
1501,19.8,59,1,11.6,-1,3.2,60,280.2,42.0,48.0,189.96,2021-09-01 12:00:00+00:00,80816.56
1502,19.4,61,1,11.8,-1,4.4,40,238.4,45.41,44.59,210.95,2021-09-01 13:00:00+00:00,64702.92
1503,20.4,57,0,11.7,-1,4.3,40,247.0,51.66,38.34,228.98,2021-09-01 14:00:00+00:00,63035.45
1504,20.3,58,0,11.9,-1,4.5,30,203.9,59.75,30.25,244.1,2021-09-01 15:00:00+00:00,47575.5
