ID,TEMP,HUMIDITY,TOTAL_CLOUD_COVER,DEW_POINT,WEATHER_TYPE,AVG_WIND_SPEED,AVG_WIND_DIRECTION,GLOBAL_RADIATION,ZENITH,ELEVATION,AZIMUTH,TIMESTAMP,TARGET
0,13.4,88,7,11.5,-1,2.8,250,0.0,106.7,-16.7,351.11,2021-06-30 23:00:00+00:00,0.0
1,13.3,90,7,11.7,100,3.2,230,0.0,106.99,-16.99,5.52,2021-07-01 00:00:00+00:00,0.0
2,13.2,90,8,11.7,-1,3.2,240,0.0,104.88,-14.88,19.69,2021-07-01 01:00:00+00:00,0.0
3,13.0,88,8,11.1,-1,2.6,250,0.0,100.57,-10.57,33.12,2021-07-01 02:00:00+00:00,0.0
4,12.9,90,8,11.3,-1,2.7,250,0.0,94.42,-4.42,45.58,2021-07-01 03:00:00+00:00,0.0
5,12.8,89,8,11.0,-1,2.9,250,0.3,86.65,3.35,57.12,2021-07-01 04:00:00+00:00,0.0
6,12.5,92,8,11.3,123,2.8,250,3.0,78.19,11.81,68.01,2021-07-01 05:00:00+00:00,0.0
7,12.2,96,8,11.6,161,3.0,240,11.3,68.95,21.05,78.66,2021-07-01 06:00:00+00:00,0.0
8,12.9,92,8,11.6,123,2.6,250,28.3,59.34,30.66,89.66,2021-07-01 07:00:00+00:00,0.0
9,13.5,84,8,10.8,123,2.6,260,64.4,49.72,40.28,101.82,2021-07-01 08:00:00+00:00,0.0
10,14.3,82,8,11.3,123,2.8,280,82.5,40.58,49.42,116.46,2021-07-01 09:00:00+00:00,0.0
11,14.7,77,8,10.7,151,3.6,250,137.4,32.73,57.27,135.61,2021-07-01 10:00:00+00:00,0.0
12,13.7,80,8,10.4,123,3.8,280,48.8,27.63,62.37,161.33,2021-07-01 11:00:00+00:00,0.0
13,14.9,74,8,10.4,100,3.2,290,86.8,27.03,62.97,191.62,2021-07-01 12:00:00+00:00,0.0
14,16.4,71,7,11.0,123,3.3,270,128.3,31.2,58.8,218.89,2021-07-01 13:00:00+00:00,0.0
15,16.3,66,8,9.9,-1,3.4,260,150.9,38.56,51.44,239.46,2021-07-01 14:00:00+00:00,0.0
16,17.7,64,8,10.8,100,3.3,250,125.1,47.49,42.51,254.96,2021-07-01 15:00:00+00:00,0.0
17,17.2,60,8,9.3,-1,3.8,270,131.6,57.05,32.95,267.56,2021-07-01 16:00:00+00:00,0.0
18,17.0,63,8,9.9,-1,3.5,270,64.5,66.71,23.29,278.75,2021-07-01 17:00:00+00:00,0.0
19,16.9,65,8,10.3,100,2.4,280,32.6,76.07,13.93,289.42,2021-07-01 18:00:00+00:00,0.0
20,17.1,64,7,10.4,-1,2.3,270,34.2,84.77,5.23,300.21,2021-07-01 19:00:00+00:00,0.0
21,15.3,74,0,10.6,-1,1.6,270,7.5,92.78,-2.78,311.57,2021-07-01 20:00:00+00:00,0.0
22,13.4,84,8,10.8,-1,1.4,130,0.0,99.3,-9.3,323.79,2021-07-01 21:00:00+00:00,0.0
23,12.1,89,8,10.3,-1,1.3,110,0.0,104.1,-14.1,337.01,2021-07-01 22:00:00+00:00,0.0
24,12.0,93,5,10.8,-1,0.8,210,0.0,106.77,-16.77,351.06,2021-07-01 23:00:00+00:00,0.0
25,10.8,95,0,10.1,-1,1.0,200,0.0,107.06,-17.06,5.48,2021-07-02 00:00:00+00:00,0.0
26,10.8,97,5,10.4,-1,1.4,220,0.0,104.96,-14.96,19.66,2021-07-02 01:00:00+00:00,0.0
27,10.6,98,6,10.3,100,2.0,210,0.0,100.65,-10.65,33.11,2021-07-02 02:00:00+00:00,0.0
28,10.0,99,4,9.8,120,1.6,210,0.0,94.51,-4.51,45.58,2021-07-02 03:00:00+00:00,0.0
29,9.7,100,8,9.7,130,1.4,210,2.5,86.73,3.27,57.13,2021-07-02 04:00:00+00:00,0.0
30,10.0,100,8,10.0,130,1.1,220,14.0,78.27,11.73,68.02,2021-07-02 05:00:00+00:00,0.0
31,10.8,97,8,10.3,120,0.8,190,39.7,69.03,20.97,78.68,2021-07-02 06:00:00+00:00,0.0
32,11.4,92,8,10.2,-1,0.9,290,49.4,59.42,30.58,89.68,2021-07-02 07:00:00+00:00,0.0
33,13.2,88,7,11.2,-1,0.9,200,48.1,49.8,40.2,101.85,2021-07-02 08:00:00+00:00,0.0
34,14.6,78,8,10.8,-1,1.5,230,88.3,40.66,49.34,116.48,2021-07-02 09:00:00+00:00,8809.5
35,17.8,68,5,11.8,-1,2.4,220,187.1,32.82,57.18,135.6,2021-07-02 10:00:00+00:00,43437.18
36,20.5,61,3,12.6,-1,4.0,220,278.1,27.71,62.29,161.28,2021-07-02 11:00:00+00:00,102821.82
37,21.5,59,7,13.2,-1,4.3,210,237.4,27.09,62.91,191.51,2021-07-02 12:00:00+00:00,78491.17
38,22.0,53,7,12.0,-1,3.8,240,241.3,31.25,58.75,218.75,2021-07-02 13:00:00+00:00,84312.5
39,23.0,51,7,12.2,-1,3.0,250,226.3,38.59,51.41,239.34,2021-07-02 14:00:00+00:00,78293.43
40,23.4,51,7,12.6,-1,3.5,250,210.4,47.51,42.49,254.84,2021-07-02 15:00:00+00:00,76270.83
41,23.1,53,8,13.0,-1,3.2,250,135.7,57.07,32.93,267.46,2021-07-02 16:00:00+00:00,42597.3
42,22.8,49,5,11.7,-1,2.6,260,113.3,66.73,23.27,278.66,2021-07-02 17:00:00+00:00,31234.95
43,21.8,53,4,11.7,-1,1.9,260,81.9,76.1,13.9,289.34,2021-07-02 18:00:00+00:00,13805.26
44,20.7,63,7,13.5,-1,1.3,260,33.8,84.8,5.2,300.13,2021-07-02 19:00:00+00:00,7941.25
45,19.1,71,0,13.7,-1,1.1,220,11.9,92.82,-2.82,311.49,2021-07-02 20:00:00+00:00,1688.59
46,17.4,79,0,13.7,-1,1.6,120,0.0,99.36,-9.36,323.72,2021-07-02 21:00:00+00:00,0.0
47,15.2,86,6,12.9,-1,1.5,120,0.0,104.16,-14.16,336.95,2021-07-02 22:00:00+00:00,0.0
48,14.7,89,6,13.0,-1,1.4,120,0.0,106.84,-16.84,351.0,2021-07-02 23:00:00+00:00,0.0
49,14.5,91,8,13.1,-1,1.5,40,0.0,107.14,-17.14,5.44,2021-07-03 00:00:00+00:00,0.0
50,13.8,94,2,12.8,-1,1.4,50,0.0,105.04,-15.04,19.64,2021-07-03 01:00:00+00:00,0.0
51,12.9,94,0,12.0,-1,1.1,60,0.0,100.74,-10.74,33.1,2021-07-03 02:00:00+00:00,0.0
52,12.5,97,0,12.0,-1,1.7,40,0.0,94.6,-4.6,45.58,2021-07-03 03:00:00+00:00,0.0
53,12.2,97,7,11.8,-1,1.9,40,1.6,86.81,3.19,57.14,2021-07-03 04:00:00+00:00,786.09
54,12.7,95,6,11.9,100,2.0,40,24.0,78.36,11.64,68.04,2021-07-03 05:00:00+00:00,5801.69
55,15.0,87,8,12.8,100,1.7,30,72.2,69.12,20.88,78.71,2021-07-03 06:00:00+00:00,26390.15
56,16.5,80,2,13.0,-1,1.0,50,124.7,59.51,30.49,89.71,2021-07-03 07:00:00+00:00,54142.51
57,18.4,73,3,13.5,-1,1.0,320,179.2,49.89,40.11,101.88,2021-07-03 08:00:00+00:00,77613.83
58,20.8,62,0,13.2,-1,1.6,320,241.8,40.75,49.25,116.51,2021-07-03 09:00:00+00:00,100363.5
59,23.7,56,0,14.4,-1,2.1,260,280.7,32.91,57.09,135.61,2021-07-03 10:00:00+00:00,111547.35
60,24.0,47,3,11.9,-1,3.0,230,267.5,27.8,62.2,161.23,2021-07-03 11:00:00+00:00,84537.46
61,25.0,43,6,11.4,-1,3.0,240,286.6,27.17,62.83,191.39,2021-07-03 12:00:00+00:00,108882.2
62,24.8,48,8,13.0,-1,3.4,230,197.9,31.31,58.69,218.61,2021-07-03 13:00:00+00:00,64249.69
63,25.4,45,8,12.6,-1,3.5,210,190.7,38.63,51.37,239.2,2021-07-03 14:00:00+00:00,67793.62
64,25.1,44,8,12.1,-1,2.9,220,181.2,47.55,42.45,254.73,2021-07-03 15:00:00+00:00,56466.05
65,23.9,51,8,13.2,-1,3.2,250,105.3,57.1,32.9,267.36,2021-07-03 16:00:00+00:00,34251.53
66,23.5,50,8,12.6,-1,2.5,240,70.7,66.76,23.24,278.56,2021-07-03 17:00:00+00:00,23278.94
67,23.1,55,8,13.7,-1,1.6,250,34.9,76.13,13.87,289.25,2021-07-03 18:00:00+00:00,12940.68
68,21.9,64,8,14.7,-1,1.2,240,18.6,84.84,5.16,300.05,2021-07-03 19:00:00+00:00,6208.71
69,20.6,69,8,14.7,-1,0.9,190,6.4,92.87,-2.87,311.41,2021-07-03 20:00:00+00:00,1810.62
70,20.0,72,8,14.9,-1,0.8,310,0.0,99.41,-9.41,323.65,2021-07-03 21:00:00+00:00,0.0
71,19.0,77,8,15.0,-1,1.3,180,0.0,104.23,-14.23,336.88,2021-07-03 22:00:00+00:00,0.0
72,18.1,85,7,15.5,162,2.5,190,0.0,106.92,-16.92,350.95,2021-07-03 23:00:00+00:00,0.0
73,16.9,91,8,15.4,123,1.9,160,0.0,107.23,-17.23,5.4,2021-07-04 00:00:00+00:00,0.0
74,16.6,95,5,15.8,-1,1.3,200,0.0,105.13,-15.13,19.62,2021-07-04 01:00:00+00:00,0.0
75,16.2,95,7,15.4,-1,1.4,200,0.0,100.83,-10.83,33.09,2021-07-04 02:00:00+00:00,0.0
76,16.0,97,7,15.5,-1,1.4,210,0.0,94.69,-4.69,45.59,2021-07-04 03:00:00+00:00,0.0
77,15.8,96,7,15.2,-1,1.9,210,1.1,86.9,3.1,57.16,2021-07-04 04:00:00+00:00,577.32
78,16.7,92,8,15.4,-1,1.4,230,25.5,78.45,11.55,68.07,2021-07-04 05:00:00+00:00,8888.76
79,17.6,88,8,15.5,-1,1.0,190,38.2,69.21,20.79,78.74,2021-07-04 06:00:00+00:00,16338.85
80,16.7,95,8,15.9,162,0.9,240,22.9,59.6,30.4,89.75,2021-07-04 07:00:00+00:00,6618.88
81,17.5,95,7,16.6,161,1.2,240,48.0,49.98,40.02,101.92,2021-07-04 08:00:00+00:00,25070.14
82,18.2,90,7,16.5,123,1.7,230,88.6,40.84,49.16,116.54,2021-07-04 09:00:00+00:00,33376.84
83,18.7,88,7,16.7,161,2.8,210,118.0,33.0,57.0,135.62,2021-07-04 10:00:00+00:00,39987.4
84,18.2,90,8,16.6,123,3.2,210,66.1,27.89,62.11,161.18,2021-07-04 11:00:00+00:00,22915.25
85,18.0,92,7,16.7,123,3.4,170,55.6,27.25,62.75,191.27,2021-07-04 12:00:00+00:00,24122.61
86,18.9,84,8,16.1,123,2.6,220,118.2,31.37,58.63,218.47,2021-07-04 13:00:00+00:00,50263.35
87,14.4,92,7,13.2,163,5.2,230,63.5,38.68,51.32,239.07,2021-07-04 14:00:00+00:00,21338.31
88,15.9,94,7,14.9,123,2.4,180,69.7,47.58,42.42,254.61,2021-07-04 15:00:00+00:00,37364.5
89,17.5,77,8,13.4,-1,2.8,210,151.9,57.14,32.86,267.25,2021-07-04 16:00:00+00:00,51712.49
90,18.5,76,5,14.3,-1,3.1,230,138.1,66.79,23.21,278.46,2021-07-04 17:00:00+00:00,37495.14
91,19.1,74,3,14.3,100,3.7,230,96.6,76.17,13.83,289.16,2021-07-04 18:00:00+00:00,13800.79
92,18.2,78,0,14.2,-1,3.2,220,50.1,84.89,5.11,299.96,2021-07-04 19:00:00+00:00,3774.93
93,17.0,87,3,14.8,-1,2.8,210,8.0,92.92,-2.92,311.33,2021-07-04 20:00:00+00:00,1111.24
94,15.6,91,2,14.2,100,2.1,200,0.0,99.48,-9.48,323.57,2021-07-04 21:00:00+00:00,0.0
95,15.7,91,4,14.3,-1,1.9,200,0.0,104.3,-14.3,336.81,2021-07-04 22:00:00+00:00,0.0
96,15.8,91,5,14.3,-1,1.9,200,0.0,107.0,-17.0,350.9,2021-07-04 23:00:00+00:00,0.0
97,15.3,95,5,14.5,100,1.7,220,0.0,107.32,-17.32,5.36,2021-07-05 00:00:00+00:00,0.0
98,15.2,95,7,14.4,123,2.2,240,0.0,105.23,-15.23,19.6,2021-07-05 01:00:00+00:00,0.0
99,15.5,93,7,14.4,-1,3.0,220,0.0,100.93,-10.93,33.09,2021-07-05 02:00:00+00:00,0.0
100,15.9,91,7,14.4,100,4.5,210,0.0,94.79,-4.79,45.6,2021-07-05 03:00:00+00:00,0.0
101,15.9,88,7,14.0,-1,4.9,220,0.7,86.99,3.01,57.18,2021-07-05 04:00:00+00:00,131.8
102,15.4,90,7,13.7,-1,3.8,230,3.3,78.55,11.45,68.1,2021-07-05 05:00:00+00:00,1419.96
103,15.5,87,6,13.4,100,3.3,210,16.5,69.31,20.69,78.78,2021-07-05 06:00:00+00:00,8426.31
104,16.0,87,7,13.8,123,3.4,210,50.2,59.69,30.31,89.79,2021-07-05 07:00:00+00:00,24874.73
105,16.9,80,7,13.4,161,3.3,200,83.4,50.08,39.92,101.96,2021-07-05 08:00:00+00:00,38428.87
106,17.4,78,8,13.6,123,3.7,190,100.5,40.94,49.06,116.58,2021-07-05 09:00:00+00:00,36670.87
107,16.7,82,8,13.7,123,5.4,200,76.9,33.1,56.9,135.64,2021-07-05 10:00:00+00:00,35907.46
108,17.6,80,7,14.1,123,4.5,190,96.4,27.99,62.01,161.14,2021-07-05 11:00:00+00:00,60445.2
109,18.5,78,7,14.6,122,6.0,190,78.5,27.33,62.67,191.16,2021-07-05 12:00:00+00:00,56117.23
110,18.3,83,8,15.4,151,6.3,200,109.8,31.43,58.57,218.32,2021-07-05 13:00:00+00:00,46176.0
111,20.7,76,5,16.4,123,5.4,200,200.1,38.73,51.27,238.92,2021-07-05 14:00:00+00:00,60796.77
112,18.6,93,8,17.4,123,5.5,220,81.6,47.63,42.37,254.48,2021-07-05 15:00:00+00:00,43688.81
113,20.1,81,7,16.7,122,2.9,220,146.5,57.18,32.82,267.14,2021-07-05 16:00:00+00:00,52066.36
114,19.7,85,8,17.1,123,1.5,230,48.7,66.84,23.16,278.36,2021-07-05 17:00:00+00:00,18396.77
115,17.5,94,8,16.6,123,3.2,240,10.4,76.22,13.78,289.06,2021-07-05 18:00:00+00:00,4533.07
116,17.8,94,8,16.8,-1,2.1,180,16.2,84.94,5.06,299.87,2021-07-05 19:00:00+00:00,3801.97
117,17.6,92,8,16.3,-1,2.3,190,4.5,92.98,-2.98,311.24,2021-07-05 20:00:00+00:00,749.08
118,17.3,95,8,16.4,-1,1.7,170,0.1,99.55,-9.55,323.5,2021-07-05 21:00:00+00:00,0.0
119,16.6,94,4,15.7,-1,2.1,160,0.0,104.38,-14.38,336.75,2021-07-05 22:00:00+00:00,0.0
120,16.8,92,7,15.5,-1,2.1,160,0.0,107.1,-17.1,350.84,2021-07-05 23:00:00+00:00,0.0
121,17.1,88,0,15.1,-1,2.8,170,0.0,107.42,-17.42,5.33,2021-07-06 00:00:00+00:00,0.0
122,17.2,86,4,14.9,-1,3.0,190,0.0,105.34,-15.34,19.58,2021-07-06 01:00:00+00:00,0.0
123,17.8,81,7,14.5,-1,4.2,190,0.0,101.04,-11.04,33.09,2021-07-06 02:00:00+00:00,0.0
124,17.8,79,5,14.2,100,3.0,190,0.0,94.89,-4.89,45.61,2021-07-06 03:00:00+00:00,0.0
125,16.6,89,8,14.7,-1,1.5,240,1.4,87.09,2.91,57.2,2021-07-06 04:00:00+00:00,856.25
126,15.5,97,8,15.0,161,2.3,240,3.6,78.65,11.35,68.13,2021-07-06 05:00:00+00:00,1545.61
127,15.9,97,8,15.5,161,2.5,230,5.1,69.4,20.6,78.82,2021-07-06 06:00:00+00:00,2443.88
128,16.2,98,8,16.0,162,2.7,210,9.7,59.79,30.21,89.84,2021-07-06 07:00:00+00:00,3059.3
129,17.2,96,8,16.5,161,3.7,170,40.6,50.17,39.83,102.01,2021-07-06 08:00:00+00:00,19492.58
130,17.3,86,7,14.9,123,7.5,200,62.7,41.04,48.96,116.63,2021-07-06 09:00:00+00:00,20976.63
131,17.6,79,8,14.0,123,8.9,220,117.4,33.21,56.79,135.67,2021-07-06 10:00:00+00:00,58537.11
132,19.0,70,2,13.4,-1,9.0,220,232.7,28.1,61.9,161.11,2021-07-06 11:00:00+00:00,97916.91
133,18.9,67,7,12.7,100,9.1,210,254.8,27.43,62.57,191.04,2021-07-06 12:00:00+00:00,87626.62
134,18.8,66,8,12.4,-1,8.0,200,101.5,31.51,58.49,218.17,2021-07-06 13:00:00+00:00,49620.47
135,19.5,65,7,12.7,-1,9.1,200,205.0,38.79,51.21,238.78,2021-07-06 14:00:00+00:00,70475.29
136,19.7,63,7,12.4,-1,8.1,210,142.5,47.67,42.33,254.35,2021-07-06 15:00:00+00:00,50096.44
137,19.5,63,7,12.2,-1,7.2,210,129.4,57.22,32.78,267.02,2021-07-06 16:00:00+00:00,43700.3
138,19.2,56,8,10.3,-1,7.0,220,58.2,66.88,23.12,278.25,2021-07-06 17:00:00+00:00,23930.27
139,18.7,61,8,11.1,-1,4.7,220,44.6,76.27,13.73,288.96,2021-07-06 18:00:00+00:00,14798.69
140,18.5,71,8,13.1,-1,4.5,200,37.2,85.0,5.0,299.78,2021-07-06 19:00:00+00:00,9902.53
141,17.4,75,8,12.9,-1,5.0,190,17.6,93.05,-3.05,311.16,2021-07-06 20:00:00+00:00,3484.24
142,16.0,80,8,12.5,-1,3.3,200,0.1,99.63,-9.63,323.42,2021-07-06 21:00:00+00:00,0.0
143,15.6,85,8,13.1,-1,3.4,210,0.0,104.47,-14.47,336.68,2021-07-06 22:00:00+00:00,0.0
144,14.5,92,4,13.3,-1,3.4,220,0.0,107.19,-17.19,350.79,2021-07-06 23:00:00+00:00,0.0
145,14.2,95,7,13.4,-1,2.2,210,0.0,107.53,-17.53,5.29,2021-07-07 00:00:00+00:00,0.0
146,13.8,95,8,13.1,-1,1.2,210,0.0,105.45,-15.45,19.57,2021-07-07 01:00:00+00:00,0.0
147,13.3,96,7,12.7,-1,1.3,220,0.0,101.15,-11.15,33.1,2021-07-07 02:00:00+00:00,0.0
148,13.0,97,5,12.5,-1,1.4,210,0.0,95.0,-5.0,45.63,2021-07-07 03:00:00+00:00,0.0
149,12.9,96,1,12.3,-1,1.2,230,0.7,87.19,2.81,57.23,2021-07-07 04:00:00+00:00,159.93
150,12.8,96,0,12.1,-1,1.6,260,12.8,78.75,11.25,68.17,2021-07-07 05:00:00+00:00,3025.43
151,13.7,91,0,12.2,-1,1.6,250,68.0,69.51,20.49,78.87,2021-07-07 06:00:00+00:00,24145.83
152,16.0,82,0,13.0,-1,1.8,250,122.8,59.89,30.11,89.89,2021-07-07 07:00:00+00:00,55004.67
153,17.7,74,0,12.9,-1,1.9,220,174.6,50.28,39.72,102.07,2021-07-07 08:00:00+00:00,84825.78
154,18.4,67,0,12.2,-1,2.1,240,242.5,41.15,48.85,116.69,2021-07-07 09:00:00+00:00,92154.55
155,20.7,59,5,12.4,-1,3.9,210,284.9,33.32,56.68,135.7,2021-07-07 10:00:00+00:00,116435.97
156,19.8,62,7,12.4,-1,4.2,210,154.2,28.21,61.79,161.09,2021-07-07 11:00:00+00:00,87720.62
157,21.8,58,7,13.1,-1,4.1,210,268.3,27.53,62.47,190.93,2021-07-07 12:00:00+00:00,55176.44
158,22.0,54,3,12.3,-1,5.2,200,232.4,31.59,58.41,218.01,2021-07-07 13:00:00+00:00,70166.54
159,23.7,51,5,12.9,-1,4.8,210,251.0,38.85,51.15,238.63,2021-07-07 14:00:00+00:00,95018.99
160,23.5,48,7,11.8,-1,4.2,220,198.5,47.73,42.27,254.21,2021-07-07 15:00:00+00:00,67057.2
161,23.8,48,5,12.1,-1,4.6,220,202.7,57.27,32.73,266.9,2021-07-07 16:00:00+00:00,49173.73
162,22.1,48,2,10.5,-1,4.1,230,155.7,66.93,23.07,278.14,2021-07-07 17:00:00+00:00,40767.5
163,22.5,49,2,11.3,-1,3.0,240,88.2,76.32,13.68,288.86,2021-07-07 18:00:00+00:00,13591.93
164,21.9,50,0,10.9,-1,2.2,240,48.9,85.06,4.94,299.68,2021-07-07 19:00:00+00:00,3771.97
165,19.1,65,3,12.3,-1,1.5,260,6.0,93.12,-3.12,311.07,2021-07-07 20:00:00+00:00,702.71
166,17.1,75,0,12.6,-1,1.7,120,0.0,99.71,-9.71,323.34,2021-07-07 21:00:00+00:00,0.0
167,16.6,75,5,12.2,-1,1.6,80,0.0,104.57,-14.57,336.61,2021-07-07 22:00:00+00:00,0.0
168,15.8,83,1,12.9,-1,1.5,40,0.0,107.3,-17.3,350.74,2021-07-07 23:00:00+00:00,0.0
169,14.5,89,6,12.6,-1,1.4,40,0.0,107.64,-17.64,5.26,2021-07-08 00:00:00+00:00,0.0
170,14.5,89,7,12.8,-1,1.5,50,0.0,105.56,-15.56,19.56,2021-07-08 01:00:00+00:00,0.0
171,14.2,91,8,12.8,-1,1.8,30,0.0,101.26,-11.26,33.1,2021-07-08 02:00:00+00:00,0.0
172,13.4,94,8,12.5,-1,2.0,30,0.0,95.12,-5.12,45.66,2021-07-08 03:00:00+00:00,0.0
173,13.7,93,8,12.6,-1,1.3,40,0.5,87.3,2.7,57.27,2021-07-08 04:00:00+00:00,67.31
174,13.6,94,8,12.7,-1,1.6,30,5.8,78.86,11.14,68.22,2021-07-08 05:00:00+00:00,2702.73
175,15.3,88,8,13.2,-1,1.3,60,65.1,69.61,20.39,78.92,2021-07-08 06:00:00+00:00,22216.48
176,16.8,78,8,12.9,-1,1.0,310,102.6,60.0,30.0,89.95,2021-07-08 07:00:00+00:00,40664.15
177,17.6,80,8,14.0,-1,1.0,240,80.8,50.38,39.62,102.14,2021-07-08 08:00:00+00:00,27313.11
178,17.5,82,7,14.4,-1,1.8,220,50.7,41.26,48.74,116.75,2021-07-08 09:00:00+00:00,16444.52
179,17.1,84,8,14.4,151,2.6,240,39.6,33.44,56.56,135.75,2021-07-08 10:00:00+00:00,18647.2
180,18.1,80,7,14.7,123,1.4,190,77.7,28.33,61.67,161.07,2021-07-08 11:00:00+00:00,28644.9
181,17.9,85,7,15.3,161,2.4,200,53.9,27.64,62.36,190.82,2021-07-08 12:00:00+00:00,17317.72
182,16.2,93,7,15.1,161,5.0,210,24.7,31.68,58.32,217.86,2021-07-08 13:00:00+00:00,9370.42
183,15.2,90,7,13.5,161,2.5,230,25.0,38.92,51.08,238.47,2021-07-08 14:00:00+00:00,12883.22
184,14.8,93,4,13.6,161,1.5,120,32.7,47.79,42.21,254.07,2021-07-08 15:00:00+00:00,15451.58
185,15.7,93,8,14.6,161,1.3,80,44.2,57.33,32.67,266.77,2021-07-08 16:00:00+00:00,22198.27
186,16.9,87,6,14.7,123,1.3,340,118.5,66.99,23.01,278.03,2021-07-08 17:00:00+00:00,35965.54
187,16.9,84,7,14.2,100,1.0,360,56.3,76.39,13.61,288.75,2021-07-08 18:00:00+00:00,18433.89
188,16.1,91,7,14.6,-1,1.1,140,30.9,85.13,4.87,299.58,2021-07-08 19:00:00+00:00,7712.64
189,15.8,93,8,14.6,-1,1.4,280,5.6,93.2,-3.2,310.98,2021-07-08 20:00:00+00:00,1168.31
190,15.0,96,8,14.4,-1,1.2,200,0.1,99.8,-9.8,323.25,2021-07-08 21:00:00+00:00,0.0
191,14.9,97,5,14.5,100,1.1,180,0.0,104.67,-14.67,336.54,2021-07-08 22:00:00+00:00,0.0
192,14.6,99,8,14.4,130,1.7,200,0.0,107.41,-17.41,350.69,2021-07-08 23:00:00+00:00,0.0
193,13.6,98,7,13.3,120,1.5,190,0.0,107.76,-17.76,5.23,2021-07-09 00:00:00+00:00,0.0
194,13.6,98,8,13.2,100,1.1,140,0.0,105.68,-15.68,19.55,2021-07-09 01:00:00+00:00,0.0
195,13.8,99,8,13.7,120,2.0,220,0.0,101.39,-11.39,33.12,2021-07-09 02:00:00+00:00,0.0
196,13.5,99,8,13.3,130,1.3,190,0.0,95.24,-5.24,45.69,2021-07-09 03:00:00+00:00,0.0
197,13.5,99,8,13.3,130,2.1,220,0.7,87.41,2.59,57.31,2021-07-09 04:00:00+00:00,7.33
198,13.3,99,8,13.1,130,1.8,230,7.4,78.97,11.03,68.27,2021-07-09 05:00:00+00:00,3067.72
199,13.2,99,8,13.0,130,1.8,230,25.0,69.72,20.28,78.98,2021-07-09 06:00:00+00:00,10398.95
200,15.2,90,2,13.5,120,1.4,200,89.1,60.11,29.89,90.02,2021-07-09 07:00:00+00:00,39460.52
201,16.5,87,7,14.4,100,1.1,180,84.6,50.5,39.5,102.21,2021-07-09 08:00:00+00:00,27308.06
202,18.2,81,7,14.9,100,1.2,210,109.8,41.38,48.62,116.82,2021-07-09 09:00:00+00:00,48167.16
203,19.9,72,6,14.7,-1,2.2,190,229.5,33.56,56.44,135.8,2021-07-09 10:00:00+00:00,77349.52
204,18.8,80,8,15.2,123,2.3,240,76.7,28.45,61.55,161.05,2021-07-09 11:00:00+00:00,32963.3
205,19.9,73,6,15.0,100,1.7,190,204.9,27.75,62.25,190.72,2021-07-09 12:00:00+00:00,86538.38
206,18.9,75,8,14.4,123,2.3,310,90.5,31.77,58.23,217.7,2021-07-09 13:00:00+00:00,34845.58
207,18.1,79,7,14.3,123,4.1,40,81.9,39.0,51.0,238.31,2021-07-09 14:00:00+00:00,48805.31
208,19.8,73,7,14.8,100,2.2,30,170.6,47.86,42.14,253.93,2021-07-09 15:00:00+00:00,67262.15
209,19.3,76,8,15.0,-1,2.0,30,85.1,57.39,32.61,266.64,2021-07-09 16:00:00+00:00,19995.19
210,19.4,78,8,15.4,-1,2.0,40,50.9,67.06,22.94,277.91,2021-07-09 17:00:00+00:00,23998.0
211,20.3,69,0,14.4,100,1.6,60,82.1,76.45,13.55,288.64,2021-07-09 18:00:00+00:00,16358.87
212,17.9,81,0,14.6,-1,2.3,20,26.6,85.2,4.8,299.48,2021-07-09 19:00:00+00:00,4429.09
213,17.1,85,7,14.6,-1,2.4,40,4.2,93.29,-3.29,310.88,2021-07-09 20:00:00+00:00,1166.01
214,16.2,91,4,14.7,-1,2.0,30,0.0,99.9,-9.9,323.17,2021-07-09 21:00:00+00:00,0.0
215,15.8,92,6,14.5,100,1.4,70,0.0,104.78,-14.78,336.47,2021-07-09 22:00:00+00:00,0.0
216,14.9,95,7,14.1,-1,1.0,90,0.0,107.53,-17.53,350.64,2021-07-09 23:00:00+00:00,0.0
217,14.1,97,1,13.7,110,0.9,20,0.0,107.89,-17.89,5.21,2021-07-10 00:00:00+00:00,0.0
218,13.6,99,7,13.4,120,1.8,30,0.0,105.81,-15.81,19.55,2021-07-10 01:00:00+00:00,0.0
219,14.0,99,8,13.8,130,1.4,30,0.0,101.51,-11.51,33.13,2021-07-10 02:00:00+00:00,0.0
220,13.9,99,8,13.8,130,1.4,30,0.0,95.36,-5.36,45.72,2021-07-10 03:00:00+00:00,0.0
221,14.0,99,8,13.9,130,1.6,20,1.1,87.52,2.48,57.36,2021-07-10 04:00:00+00:00,756.74
222,13.7,99,8,13.6,130,1.1,50,10.8,79.09,10.91,68.33,2021-07-10 05:00:00+00:00,5483.52
223,13.9,99,8,13.7,130,0.7,150,30.8,69.84,20.16,79.05,2021-07-10 06:00:00+00:00,15380.97
224,14.6,98,8,14.3,130,0.7,140,51.5,60.22,29.78,90.09,2021-07-10 07:00:00+00:00,31276.02
225,16.1,91,6,14.6,120,0.8,30,95.4,50.61,39.39,102.29,2021-07-10 08:00:00+00:00,55190.68
226,19.2,76,7,14.8,100,1.1,340,177.6,41.49,48.51,116.9,2021-07-10 09:00:00+00:00,75733.61
227,20.7,61,8,13.0,-1,1.3,250,210.4,33.69,56.31,135.85,2021-07-10 10:00:00+00:00,83942.29
228,22.0,61,7,14.1,-1,1.7,260,191.9,28.58,61.42,161.04,2021-07-10 11:00:00+00:00,59328.62
